Group,Category,Menu Item,Gross,Void Qty,Void Amt,Refund Qty,Refund Amt,Option Amt,Discount,PriceLevelAdj,Approx. Tax,Net Qty,Net Sales
,,FieldDay Fragrance Free Conditioner 16z,47.94,0,0,0,0,0,0,0,4.91,6,47.94
,,FieldDay Fragrance Free Shampoo 16z,47.94,0,0,0,0,0,0,0,4.91,6,47.94
,,HS Hand Sanitizer 2oz,18.9,0,0,0,0,0,0,0,1.94,10,18.9
,,Jasons Aloe Deodorant 2.5oz,103.87,0,0,0,0,0,0,0,10.65,13,103.87
,,Jasons Face Wash Apricot,27.87,0,0,0,0,0,0,0,2.86,3,27.87
,,Jasons Naturals Conditioner PLS 16oz,51.96,0,0,0,0,0,0,0,5.33,4,51.96
,,Jasons Naturals Shampoo PLS 16oz ,12.99,0,0,0,0,0,0,0,1.33,1,12.99
,,Kotex Maxi Pads Super Long 22ct,48.93,0,0,0,0,0,0,0,5.02,7,48.93
,,Listerine Mouthwash Cl Mnt,221.63,0,0,0,0,0,0,0,22.72,37,221.63
,,Mrs Meyers Liq Hand Soap Apple,193.46,0,0,0,0,0,-0.57,0,19.77,34,192.89
,,Mrs Meyers Liq Hand Soap Honey,261.74,0,0,0,0,0,0,0,26.83,46,261.74
,,Mrs Meyers Liq Hand Soap Rsmy,238.98,0,0,0,0,0,0,0,24.5,42,238.98
,,Natracare Pads Reg 14CT,64.9,0,0,0,0,0,-1.3,0,6.52,10,63.6
,,Old Spice Pure Sport Deoderant,89.82,0,0,0,0,0,-1,0,9.1,18,88.82
,,Oral B Waxed Mint Dental Floss,121.73,0,0,0,0,0,0,0,12.48,37,121.73
,,Puff Facial Tissue 96CT,555.27,0,0,0,0,0,-1,0,56.81,223,554.27
,,Pure Aloe Hand Sanitizer 8z,6.99,0,0,0,0,0,0,0,0.72,1,6.99
,,Q-Tips Cotton 170CT,63.84,0,0,0,0,0,-0.4,0,6.5,16,63.44
,,Q-Tips Cotton Purse Pack 30CT,56.98,0,0,0,0,0,0,0,5.84,22,56.98
,,Scope Original Mint 8.45oz,22.95,0,0,0,0,0,0,0,2.35,5,22.95
,,Secret Powder Fresh 1.7oz,85.54,0,0,0,0,0,0,0,8.77,26,85.54
,,Stayfree Maxi Pad Regular 24CT,35.95,0,0,0,0,0,0,0,3.68,5,35.95
,,Swisspers Cotton Balls 200CT,9.27,0,0,0,0,0,0,0,0.95,3,9.27
,,Tampax Pearl Reg Unscented 8CT,101.83,0,0,0,0,0,0,0,10.44,17,101.83
,,Tampax Regular 20CT ,37.45,0,0,0,0,0,0,0,3.84,5,37.45
,,Tampax Super 10CT,19.95,0,0,0,0,0,0,0,2.04,5,19.95
,,Tampax Super Tampons 20CT,43.96,0,0,0,0,0,0,0,4.51,4,43.96
,,Toms Mouthwash Mountain Cool Mint 16oz,65.61,0,0,0,0,0,0,0,6.72,9,65.61
,,Yes To Grapefruit Facial Scrub ,45.16,0,0,0,0,0,0,0,4.63,4,45.16
,,YesTo Facial Twlett Cucumber,90.87,0,0,0,0,0,0,0,9.31,13,90.87
,Hygiene,---,9071.38,0,0,0,0,0,-8.07,0,---,1735,9063.31
,Medications,Advil Caplets 24CT,269.7,0,0,0,0,0,0,0,27.64,30,269.7
,,Advil PM Caplet 20CT,53.94,0,0,0,0,0,-0.9,0,5.44,6,53.04
,,Benadryl Ultra Tablets 24CT,209.79,0,0,0,0,0,0,0,21.5,21,209.79
,,Excedrin Ex-Str Tablets 24CT,29.96,0,0,0,0,0,0,0,3.07,4,29.96
,,Excedrin Migraine Tablets 24CT,53.94,0,0,0,0,0,0,0,5.53,6,53.94
,,Lil Drug Ibuprofen 12CT,34.9,0,0,0,0,0,0,0,3.58,10,34.9
,,Nostrilla Nasal Decongestant,100.75,0,0,0,0,0,0,0,10.33,13,100.75
,,Pepto Bismol Liquid 4oz,26.95,0,0,0,0,0,0,0,2.76,5,26.95
,,Pepto Bismol Tablets 30CT,71.91,0,0,0,0,0,0,0,7.37,9,71.91
,,Tums Peppermint,26.46,0,0,0,0,0,0,0,2.71,14,26.46
,,Tylenol Ex-Str Caplets 24CT,179.17,0,0,0,0,0,0,0,18.36,23,179.17
,,Tylenol PM ES Caplets 24CT,37.16,0,0,0,0,0,0,0,3.81,4,37.16
,Medications,---,1094.63,0,0,0,0,0,-0.9,0,---,145,1093.73
Personal Care,---,---,13193.77,1,6.49,0,0,0,-11.25,0,---,2662,13176.03
Retail Beverages,Energy Drink,5-Hour Energy ES Blue Raspberry ,7.98,0,0,0,0,0,0,0,0.81,2,7.98
,,5-Hour Energy ES Peach Mango ,11.97,0,0,0,0,0,0,0,1.21,3,11.97
,,5-Hour Energy Grape,11.97,0,0,0,0,0,0,0,1.21,3,11.97
,,CELSIUS ARCTIC VIBE 12OZ,91.77,0,0,0,0,0,0,0,9.27,23,91.77
,,CELSIUS FANTASY VIBE 12OZ,143.64,0,0,0,0,0,0,0,14.51,36,143.64
,,CELSIUS FUJI APPLE PR 12OZ,159.6,0,0,0,0,0,0,0,16.12,40,159.6
,,CELSIUS KIWI GUAVA 12OZ,139.65,0,0,0,0,0,0,0,14.1,35,139.65
,,CELSIUS LEMON LIME 12 OZ,143.64,0,0,0,0,0,0,0,14.51,36,143.64
,,CELSIUS MANGO PSSNFRT 12OZ,247.38,0,0,0,0,0,0,0,24.99,62,247.38
,,CELSIUS OASIS VIBE PRK PEAR LM ,175.56,0,0,0,0,0,0,0,17.73,44,175.56
,,CELSIUS ORANGE 12OZ,135.66,0,0,0,0,0,0,0,13.7,34,135.66
,,CELSIUS PEACH VIBE 12OZ,207.48,0,0,0,0,0,-0.65,0,20.89,52,206.83
,,CELSIUS STRW GUAVA 12OZ,191.52,0,0,0,0,0,0,0,19.34,48,191.52
,,CELSIUS STRW LEMONADE 12OZ,219.45,0,0,0,0,0,0,0,22.16,55,219.45
,,CELSIUS TRPCL VIBE 12OZ,199.5,0,0,0,0,0,0,0,20.15,50,199.5
,,CELSIUS WATERMELON 12OZ,15.96,0,0,0,0,0,0,0,1.61,4,15.96
,,CELSIUS WILD BERRY 12OZ,167.58,0,0,0,0,0,0,0,16.93,42,167.58
,,ROCKSTAR ENRG 16OZ CAN 1/12 ,56.87,0,0,0,0,0,0,0,5.74,11,56.87
,,ROCKSTAR ENRG BOOM WHP ORANGE 16OZ,31.02,0,0,0,0,0,0,0,3.13,6,31.02
,,ROCKSTAR ENRG BOOM WHP STRAWBRY 16OZ,51.7,0,0,0,0,0,0,0,5.22,10,51.7
,,ROCKSTAR HDCR APL 16OZ CAN 1/12 ,41.36,0,0,0,0,0,-0.52,0,4.12,8,40.84
,,ROCKSTAR PNCHD 16OZ CAN 1/12 ,31.02,0,0,0,0,0,0,0,3.13,6,31.02
,,ROCKSTAR PNCHD ST PC 16OZ CAN 1/12 ,20.68,0,0,0,0,0,0,0,2.09,4,20.68
,,ROCKSTAR PNCHD WTMN 16OZ CAN 1/12 ,20.68,0,0,0,0,0,0,0,2.09,4,20.68
,,ROCKSTAR PURE ZERO GRAPE 16OZ CAN 1/12 ,39.12,0,0,0,0,0,0,0,3.95,8,39.12
,,ROCKSTAR PURE ZERO MNDRN 16OZ CAN 1/12 ,4.89,0,0,0,0,0,0,0,0.49,1,4.89
,,ROCKSTAR PURE ZERO SLVIC 16OZ CAN 1/12 ,166.26,0,0,0,0,0,-0.5,0,16.74,34,165.76
,,ROCKSTAR PURE ZERO TMGS 16OZ CAN 1/12 ,107.58,0,0,0,0,0,-0.98,0,10.77,22,106.6
,,ROCKSTAR RCVRY 16OZ CAN 1/12 ,20.68,0,0,0,0,0,0,0,2.09,4,20.68
,,ROCKSTAR RCVRY STLMD 16OZ CAN 1/12 ,31.02,0,0,0,0,0,0,0,3.13,6,31.02
,,ROCKSTAR RECVRY ORG 16OZ CAN 1/12 ,5.17,0,0,0,0,0,0,0,0.52,1,5.17
,,ROCKSTAR SUGAR FREE 16OZ CAN 1/12 ,20.68,0,0,0,0,0,0,0,2.09,4,20.68
,,ROCKSTAR ZERO CRB 16OZ CAN 1/12 ,4.89,0,0,0,0,0,0,0,0.49,1,4.89
,,ROCKSTARPURE ZERO PN 16OZ CAN 1/12 ,68.46,0,0,0,0,0,0,0,6.91,14,68.46
,,Red Bull 12oz,1018.32,0,0,0,0,18.75,-0.68,0,100.89,233,1017.64
,,Red Bull 8.4oz,747.02,0,0,0,0,3.75,-1.53,0,74.92,233,745.49
,,Red Bull Sugar Free 12oz,586.85,0,0,0,0,14.25,-0.5,0,57.78,140,586.35
,,Red Bull Sugar Free 8.4oz,425.36,0,0,0,0,9.75,0,0,41.98,139,425.36
,Energy Drink,---,5769.94,0,0,0,0,46.5,-5.36,0,---,1458,5764.58
,Enhanced Drink,Bai5 Brasilia Blueberry 18oz,199.5,0,0,0,0,0,0,0,20.15,57,199.5
,,Bai5 Ipanema Pomegranate 18oz,273,0,0,0,0,0,-0.25,0,27.55,78,272.75
,,GATORADE ARTIC BLITZ 28OZ,119.14,0,0,0,0,0,0,0,12.03,23,119.14
,,GATORADE CL BLU 20OZ WM PL 1/24 ,130.98,0,0,0,0,0,0,0,13.23,37,130.98
,,GATORADE FIERCE BLACK CHERRY 28OZ PL 1/15  ,139.86,0,0,0,0,0,0,0,14.13,27,139.86
,,GATORADE FIERCE GRAPE 28OZ PL 1/15  ,93.24,0,0,0,0,0,-0.52,0,9.36,18,92.72
,,GATORADE FIERCE GREEN APPLE 28OZ PL 1/15  ,93.24,0,0,0,0,0,-0.52,0,9.36,18,92.72
,,GATORADE FIERCE STRW 28OZ PL 1/15  ,119.14,0,0,0,0,0,0,0,12.03,23,119.14
,,GATORADE FRT PNCH 20OZ WM PL 1/24 ,155.76,0,0,0,0,0,0,0,15.73,44,155.76
,,GATORADE FRUIT PNCH 28OZ PL 1/15  ,222.74,0,0,0,0,0,-0.25,0,22.47,43,222.49
,,GATORADE GLACIER CHERRY,92.04,0,0,0,0,0,0,0,9.3,26,92.04
,,GATORADE GLCR CHERRY 28OZ PL ,41.44,0,0,0,0,0,0,0,4.19,8,41.44
,,GATORADE GLCR FRZ 20OZ WM PL 1/24 ,219.48,0,0,0,0,0,0,0,22.17,62,219.48
,,GATORADE GLCR FRZ 28OZ PL ,145.04,0,0,0,0,0,0,0,14.65,28,145.04
,,GATORADE LL 28OZ PL ,129.5,0,0,0,0,0,0,0,13.08,25,129.5
,,GATORADE LME CUCMBR 28OZ PL,124.32,0,0,0,0,0,0,0,12.56,24,124.32
,,GATORADE LMN LIME 20OZ WM PL 1/24 ,106.2,0,0,0,0,0,0,0,10.73,30,106.2
,,GATORADE ORG 28OZ PL ,129.5,0,0,0,0,0,0,0,13.08,25,129.5
,,GATORADE ORNG 20OZ WM PL 1/24 ,88.5,0,0,0,0,0,0,0,8.94,25,88.5
,,GATORADE ZERO COOL BLU 28OZ PL ,98.49,0,0,0,0,0,0,0,9.95,21,98.49
,,GATORADE ZERO FRUIT PNCH 28OZ PL 1/15  ,196.98,0,0,0,0,0,-0.25,0,19.87,42,196.73
,,GATORADE ZERO GLCR FRZ 20OZ,149.93,0,0,0,0,0,0,0,15.14,47,149.93
,,GATORADE ZERO GLCR FRZ 28OZ PL,131.32,0,0,0,0,0,0,0,13.26,28,131.32
,,GATORADE ZERO LIME CUCMBR 28OZ PL ,84.42,0,0,0,0,0,0,0,8.53,18,84.42
,,GATORADE ZERO LL 28OZ PL,70.35,0,0,0,0,0,-0.47,0,7.06,15,69.88
,,GATORADE ZERO ORG 28OZ PL 1/15,46.9,0,0,0,0,0,0,0,4.74,10,46.9
,,GATORLYTE CHERRY LIME 20OZ,8.38,0,0,0,0,0,0,0,0.85,2,8.38
,,GATORLYTE LIME CUCUMBER 20OZ,54.47,0,0,0,0,0,0,0,5.5,13,54.47
,,GATORLYTE MIXED BERRY 20OZ,75.42,0,0,0,0,0,0,0,7.62,18,75.42
,,GATORLYTE ORANGE 20OZ,58.66,0,0,0,0,0,0,0,5.92,14,58.66
,,GATORLYTE STRAW KIWI 20OZ,83.8,0,0,0,0,0,0,0,8.46,20,83.8
,,GATORLYTE WATERMELON 20OZ,50.28,0,0,0,0,0,0,0,5.08,12,50.28
,,GATORLYTE ZERO ELCTRO LEMON LIME 20OZ,84.96,0,0,0,0,0,0,0,8.58,24,84.96
,,GATORLYTE ZERO ELCTRO STRW KIWI 20OZ,53.1,0,0,0,0,0,0,0,5.36,15,53.1
,,Gatorade GFit Black Raspberry 16.9oz ,25.83,0,0,0,0,0,0,0,2.61,7,25.83
,,Gatorade GFit Citrus Berry 16.9 oz ,62.73,0,0,0,0,0,0,0,6.34,17,62.73
,,Gatorade GFit Triple Mango 16.9oz ,55.35,0,0,0,0,0,0,0,5.59,15,55.35
,,Gatorade GFit Watermelon Strawberry 16.9oz ,33.21,0,0,0,0,0,0,0,3.35,9,33.21
,,Guayaki Enlighten Mint 15.5oz,788.42,0,0,0,0,0,-0.75,0,79.55,158,787.67
,,Guayaki Revel Berry 15.5oz,598.8,0,0,0,0,0,-2.5,0,60.23,120,596.3
,,Mamma Chia Raspberry Passion,77.22,0,0,0,0,0,0,0,7.8,18,77.22
,,Mamma Chia Vitality Blackberry,63.84,0,0,0,0,0,0,0,6.45,16,63.84
,,Orgain Organic Vegan Protein Shake Chocolate 11oz,187.6,0,0,0,0,0,0,0,18.95,40,187.6
,,YACHAK OGC YM BLKBRY 16OZ CAN 1/12 ,111.02,0,0,0,0,0,0,0,11.21,26,111.02
,,YACHAK OGC YM BRYBL 16OZ CAN 1/12 ,59.78,0,0,0,0,0,0,0,6.04,14,59.78
,,YACHAK OGC YM PSNFRT 16OZ CAN 1/12 ,179.34,0,0,0,0,0,0,0,18.11,42,179.34
,,YACHAK OGC YM UTMNT 16OZ CAN 1/12 ,55.51,0,0,0,0,0,0,0,5.61,13,55.51
,Enhanced Drink,---,6168.73,0,0,0,0,0,-5.51,0,---,1415,6163.22
,Juice and Smoothie,B Yet Apple Juice 64oz ,59.88,0,0,0,0,0,-0.25,0,0,12,59.63
,,B Yet Cran/Rasp Juice 64oz ,94.68,0,0,0,0,0,-0.25,0,0,12,94.43
,,B Yet Grape Juice 64oz ,20.67,0,0,0,0,0,0,0,0,3,20.67
,,DOLE APPLE 100% 15.2OZ PL,266.11,0,0,0,0,0,-0.6,0,26.82,89,265.51
,,DOLE LEMONADE  20OZ PL,167,0,0,0,0,0,0,0,16.87,50,167
,,DOLE ORANGE JUICE 15.2OZ PL,158.47,0,0,0,0,0,-0.3,0,0,53,158.17
,,DOLE STRW LEMONADE 3% 20OZ PL,273.88,0,0,0,0,0,0,0,0,82,273.88
,,Martinellis Juice Apple 10oz,53.82,0,0,0,0,0,0,0,0,18,53.82
,,Martinellis Sparkling Cider 10oz,83.72,0,0,0,0,0,0,0,0,28,83.72
,,Martinellis Sparkling Cider 8.4oz,212.93,0,0,0,0,0,-0.4,0,0,107,212.53
,,NAKED  STRAW BANANA 15.2OZ PL,576.61,0,0,0,0,0,-0.25,0,0,109,576.36
,,NAKED BERRY BLAST 15.2OZ ,290.95,0,0,0,0,0,-0.25,0,0,55,290.7
,,NAKED BLUE MACHINE 15.2OZ,380.88,0,0,0,0,0,0,0,0,72,380.88
,,NAKED BLUE MACHINE 64OZ,287.99,0,0,0,0,0,-0.25,0,0,31,287.74
,,NAKED GREEN MACHINE 15.2OZ,370.3,0,0,0,0,0,-0.53,0,0,70,369.77
,,NAKED GREEN MACHINE 64OZ,232.25,0,0,0,0,0,-0.5,0,0,25,231.75
,,NAKED MIGHTY MANGO 15.2OZ,629.51,0,0,0,0,0,-0.25,0,0,119,629.26
,,NAKED MIGHTY MANGO 64OZ,213.67,0,0,0,0,0,-0.25,0,0,23,213.42
,,NAKED PINA COLADA 15.2OZ,312.11,0,0,0,0,0,0,0,0,59,312.11
,,NAKED POWER C MACHINE 15.2OZ,439.07,0,0,0,0,0,0,0,0,83,439.07
,,NAKED PROTEIN ZONE 15.2OZ,300.24,0,0,0,0,0,-1.12,0,0,54,299.12
,,NAKED RED MACHINE 15.2OZ PL,296.24,0,0,0,0,0,-0.25,0,0,56,295.99
,,NAKED SMOOTHIE RNBW MACHINE 15.2OZ PL,206.31,0,0,0,0,0,0,0,0,39,206.31
,,NAKED TROPICAL GUAVA 15.2OZ,285.66,0,0,0,0,0,-0.25,0,0,54,285.41
,,OCEANSPRAY CRAN 15.2OZ PL,224.94,0,0,0,0,0,-0.33,0,0,69,224.61
,,OCEANSPRAY CRAN GRAPE 15.2OZ PL,140.18,0,0,0,0,0,-0.33,0,0,43,139.85
,,TROPICANA APPLE JUICE 32OZ PL ,243.96,0,0,0,0,0,-0.43,0,0,57,243.53
,,TROPICANA CSTL GROVE LMN 12OZ,364.1,0,0,0,0,1.5,-0.37,0,0,98,363.73
,,TROPICANA OJ 32OZ PL ,261.08,0,0,0,0,0,-0.43,0,0,61,260.65
,,TROPICANA PP APPLE JUICE 12OZ,358.9,0,0,0,0,0,0,0,0,97,358.9
,,TROPICANA PP CLCM OJ 12OZ,307.1,0,0,0,0,0,-0.75,0,0,83,306.35
,,TROPICANA PP CRAN CKTL  12OZ,181.3,0,0,0,0,0,0,0,0,49,181.3
,,TROPICANA PP HMSTYLE OJ  12OZ,214.6,0,0,0,0,0,-0.62,0,0,58,213.98
,,TROPICANA PP ORIG OJ  12OZ,284.9,0,0,0,0,0,0,0,0,77,284.9
,,TROPICANA PP PNAPPLE MNGO  12OZ,481,0,0,0,0,0,-0.87,0,0,130,480.13
,Juice and Smoothie,---,9275.01,0,0,0,0,1.5,-9.83,0,---,2125,9265.18
,Milk,Darigold Chocolate Milk 14oz ,390.05,0,0,0,0,0,-0.27,0,39.37,145,389.78
,,Darigold Milk 2% 14oz,355.08,0,0,0,0,0,-1.04,0,35.76,132,354.04
,,Darigold Milk Whole 14oz,334.88,0,0,0,0,0,-0.3,0,33.79,112,334.58
,,MUSCLE MLK CHOC 14OZ,227.15,0,0,0,0,0,0,0,22.94,35,227.15
,,MUSCLE MLK STW CRM 14OZ,272.58,0,0,0,0,0,0,0,27.53,42,272.58
,,MUSCLE MLK VAN CRM 14OZ,136.29,0,0,0,0,0,0,0,13.77,21,136.29
,,MUSCLEMILK PR40 CHC PNTBT 14OZ,292.05,0,0,0,0,0,0,0,29.5,45,292.05
,,MUSCLEMILK PR40 INT VAN 14OZ,558.14,0,0,0,0,0,0,0,56.37,86,558.14
,,MUSCLEMILK PR40 KO CHOC 14OZ,467.28,0,0,0,0,0,0,0,47.2,72,467.28
,,MUSCLEMILK PR40 STW CRM 14OZ,369.93,0,0,0,0,0,-0.65,0,37.3,57,369.28
,,Milk Medosweet 2Pct 0.5Gal,649,0,0,0,0,0,-1.95,0,65.35,220,647.05
,,Milk Medosweet 2Pct Gal,149.7,0,0,0,0,0,-0.75,0,15.04,30,148.95
,,Milk Medosweet Fat Free 0.5Gal,29.5,0,0,0,0,0,-0.3,0,2.95,10,29.2
,,Milk Medosweet Whole 0.5Gal,811.25,0,0,0,0,0,-4.4,0,81.49,275,806.85
,,Milk Smith Bros Org 2% 0.5Gal,51.92,0,0,0,0,0,0,0,5.24,8,51.92
,,Milk Smith Bros Org Nonfat 0.5Gal,45.43,0,0,0,0,0,0,0,4.59,7,45.43
,,Milk Smith Bros Org Whole 0.5Gal,136.29,0,0,0,0,0,-0.65,0,13.7,21,135.64
,,Milk Twin Brook Chocolate Qrt,504,0,0,0,0,0,-1.95,0,50.71,96,502.05
,,Planet Oat Oatmilk Dark Chocolate 52fl,47.6,0,0,0,0,0,-0.5,0,4.76,7,47.1
,,Planet Oat Oatmilk Original 52fl ,292.4,0,0,0,0,0,-0.5,0,29.48,43,291.9
,,RiceDream Vanilla Rice Milk 0.5Gal,47.92,0,0,0,0,0,0,0,4.84,8,47.92
,,Silk Almond Milk Blend 0.5Gal,191.68,0,0,0,0,0,-2.65,0,19.09,32,189.03
,,Silk Almond Milk Original 0.5Gal,153.14,0,0,0,0,0,-0.25,0,15.44,26,152.89
,,Silk Coconut Milk Original 0.5Gal,41.93,0,0,0,0,0,0,0,4.23,7,41.93
,,Silk Coconut Milk Unsweetened 0.5Gal,23.96,0,0,0,0,0,0,0,2.42,4,23.96
,,Silk Soy Chocolate 11oz,155.8,0,0,0,0,0,-0.25,0,15.71,76,155.55
,,Silk Soy Milk Original 0.5Gal,106.02,0,0,0,0,0,-0.84,0,10.62,18,105.18
,,Silk Soy Milk Vanilla 0.5Gal,143.76,0,0,0,0,0,-0.25,0,14.49,24,143.51
,,Silk Soy Vanilla 11oz,84.05,0,0,0,0,0,0,0,8.49,41,84.05
,Milk,---,7068.78,0,0,0,0,0,-17.5,0,---,1700,7051.28
,Nonscanning Beverages,Non-Scanning Beverage ,384.74,0,0,0,0,0,0,370.74,38.86,110,384.74
,,Non-Scanning Bubbly 8pk/12z $8.99,35.96,0,0,0,0,0,0,0,3.63,4,35.96
,,Non-Scanning Soda 1L $4.63,27.78,0,0,0,0,0,0,0,2.81,6,27.78
,,Non-Scanning Soda 2L $5.89,58.9,0,0,0,0,0,0,0,5.95,10,58.9
,,Non-Scanning Soda Diet/SF/Zero 2L $4.59,4.59,0,0,0,0,0,0,0,0.46,1,4.59
,Nonscanning Beverages,---,511.97,0,0,0,0,0,0,370.74,---,131,511.97
,Packaged Coffee,Folgers Classic Roast,13.78,0,0,0,0,0,0,0,1.39,2,13.78
,,Folgers Instant Coffee Crystals,44.91,0,0,0,0,0,0,0,4.54,9,44.91
,,Husky Grind Packaged Coffee Grounded 12oz ,24,0,0,0,0,0,0,0,0,2,24
,,Starbucks Breakfast Blend Ground 12oz,15.29,0,0,0,0,0,0,0,1.54,1,15.29
,,Starbucks French Roast Ground 12oz,15.29,0,0,0,0,0,0,0,1.54,1,15.29
,Packaged Coffee,---,113.27,0,0,0,0,0,0,0,---,15,113.27
,Packaged Drink Mix,Nesquick Powder 9.3Z,17.96,0,0,0,0,0,0,0,1.81,4,17.96
,,Swiss Miss Milk Choc 10Pk,49.9,0,0,0,0,0,0,0,5.04,10,49.9
,,Swiss Miss MiniMarsh 10Pk,14.97,0,0,0,0,0,0,0,1.51,3,14.97
,Packaged Drink Mix,---,82.83,0,0,0,0,0,0,0,---,17,82.83
,Packaged Tea,Itoen Matcha Green Tea Jasmine,44.94,0,0,0,0,0,-0.75,0,4.46,6,44.19
,,Itoen Matcha Green Tea Traditional,22.47,0,0,0,0,0,0,0,2.27,3,22.47
,,Stash Chai Spice 20CT,15,0,0,0,0,0,0,0,1.51,4,15
,,Stash Tea Chamomile 20CT,48.75,0,0,0,0,0,0,0,4.92,13,48.75
,,Stash Tea Earl Grey 20CT,18.75,0,0,0,0,0,0,0,1.89,5,18.75
,,Stash Tea English Break 20CT,11.25,0,0,0,0,0,0,0,1.14,3,11.25
,,Stash Tea Green Tea 20CT,30,0,0,0,0,0,0,0,3.03,8,30
,,Stash Tea Orange Spice 20CT,18.75,0,0,0,0,0,-0.25,0,1.87,5,18.5
,,Stash Tea Peppermint 20CT,52.5,0,0,0,0,0,0,0,5.3,14,52.5
,,Takaokaya Tea Houjicha 16CT,22.5,0,0,0,0,0,0,0,2.27,6,22.5
,,Takaokaya Tea Matcha 16CT,15,0,0,0,0,0,0,0,1.51,4,15
,,Takaokaya Tea Sencha 16CT,22.5,0,0,0,0,0,-0.63,0,2.21,6,21.87
,Packaged Tea,---,322.41,0,0,0,0,0,-1.63,0,---,77,320.78
,RTD Coffee and Tea,Itoen Jasmine Green Tea 16.9oz,239.87,0,0,0,0,0,0,0,24.23,83,239.87
,,KEVITA TART CHERRY 15.2OZ,160.56,0,0,0,0,0,0,0,16.22,36,160.56
,,Kevita Kombucha Raspberry Lemon 15.2z,209.62,0,0,0,0,0,0,0,21.17,47,209.62
,,Kevita MBK Ginger 15.2z,142.72,0,0,0,0,0,0,0,14.41,32,142.72
,,Kevita MBK Pineapple Peach 15.2z,173.94,0,0,0,0,0,0,0,17.57,39,173.94
,,Kevita Probiotic Lemonade,138.26,0,0,0,0,0,0,0,13.96,31,138.26
,,LIPTON BRISK BLACKBRRY SMSH 1L PL 1/15 ,83.34,0,0,0,0,0,0,0,8.42,18,83.34
,,LIPTON BRISK FRUIT PUNCH 1L PL 1/15 ,148.16,0,0,0,0,0,0,0,14.96,32,148.16
,,LIPTON BRISK IT STRW MELON 1L PL 1/15 ,152.79,0,0,0,0,0,0,0,15.43,33,152.79
,,LIPTON BRISK LEMONADE 1L PL 1/15,162.05,0,0,0,0,0,0,0,16.37,35,162.05
,,LIPTON BRISK PINK LEMONADE 1L PL 1/15,101.86,0,0,0,0,0,0,0,10.29,22,101.86
,,LIPTON BRISK RAZ 1L PL 1/15 ,87.97,0,0,0,0,0,0,0,8.88,19,87.97
,,LIPTON BRISKSWEET TEA 1L PL 1/15 ,83.34,0,0,0,0,0,0,0,8.42,18,83.34
,,LIPTON PURE LEAF EXSWT 18.5OZ PL 1/12 ,245.67,0,0,0,0,0,0,0,24.81,57,245.67
,,LIPTON PURE LEAF GT UNSNL 18.5OZ PL 1/12 ,232.74,0,0,0,0,0,0,0,23.51,54,232.74
,,LIPTON PURE LEAF RAZ 18.5OZ PL 1/12 ,418.07,0,0,0,0,0,0,0,42.23,97,418.07
,,LIPTON PURE LEAF SWL 18.5OZ PL 1/12 ,275.84,0,0,0,0,0,0,0,27.86,64,275.84
,,LIPTON PURE LEAF SWT 18.5OZ PL 1/12 ,310.32,0,0,0,0,0,0,0,31.34,72,310.32
,,LIPTON PURE LEAF UNSNL 18.5OZ PL 1/12 ,314.63,0,0,0,0,0,-2.38,0,31.54,73,312.25
,,Moriyama Cafe Latte 7.4oz,141.61,0,0,0,0,0,0,0,14.3,49,141.61
,,Moriyama Latte 6.8oz,132.94,0,0,0,0,0,-0.25,0,13.4,46,132.69
,,Moriyama Latte Tea 7.4oz,101.66,0,0,0,0,0,0,0,10.27,34,101.66
,,Pokka Gold Milk Coffee Can,111.75,0,0,0,0,0,0,0,11.29,75,111.75
,,Pokka Japanese Green Tea,101.32,0,0,0,0,0,-0.89,0,10.14,68,100.43
,,STARBUCKS DSE COFF 15OZ CAN ,71.25,0,0,0,0,0,0,0,7.2,15,71.25
,,STARBUCKS DSE MOCHA 15OZ CAN ,90.25,0,0,0,0,0,-0.48,0,9.07,19,89.77
,,STARBUCKS DSE VAN 15OZ CAN ,166.25,0,0,0,0,0,0,0,16.79,35,166.25
,,STARBUCKS FRAP CARAMEL  13.7OZ,153.25,0,0,0,0,0,-0.61,0,15.42,25,152.64
,,STARBUCKS FRAP COFFEE 13.7OZ,91.95,0,0,0,0,0,0,0,9.29,15,91.95
,,STARBUCKS FRAP MOCHA 13.7OZ,257.46,0,0,0,0,0,-0.61,0,25.94,42,256.85
,,STARBUCKS FRAP VAN 13.7OZ,202.29,0,0,0,0,0,-0.61,0,20.37,33,201.68
,,STARBUCKS FRAP WHT CHC MOCHA 13.7OZ,104.21,0,0,0,0,0,0,0,10.53,17,104.21
,,STARBUCKS TSE MOCHA 15OZ CAN,69,0,0,0,0,0,-1.16,0,6.85,12,67.84
,RTD Coffee and Tea,---,5476.94,0,0,0,0,0,-6.99,0,---,1347,5469.95
,Soft Drinks,CRUSH GRAPE  20OZ PL,83.5,0,0,0,0,0,0,0,8.43,25,83.5
,,CRUSH ORG 2L PL 1/8S ,35.34,0,0,0,0,0,-0.25,0,3.54,6,35.09
,,CRUSH ORNG  20OZ PL,133.6,0,0,0,0,0,-0.25,0,13.47,40,133.35
,,Calpico Soda 11.3oz,171.08,0,0,0,0,0,-0.25,0,17.25,52,170.83
,,Calpico Strawberry 16.9oz,215.46,0,0,0,0,0,0,0,21.76,54,215.46
,,DIET DR PEPPER 20OZ PL 1/24S ,239.2,0,0,0,0,0,-0.25,0,24.13,80,238.95
